Mortgage_Rate (30 yers),Personal_Income,Resident_Population,Unemployment_Rate,GDP,Crime_Rate,Median_Debt,New_Structures,Economic_Conditions_Index,CPI less shelter,Percent_With_Mortgage_Debt,Percent_With_Severely_Delinquent_Debt
1.1184624371245937,-1.8662937175090353,-1.899020599833846,-0.8765520629536772,-1.5666697450307376,2.0171885197177666,-3.329130045703049,1.0363739629711086,0.021764275686090448,-2.1919885871631575,0.5182668892248586,-1.4871922070141583
1.0510105486087726,-1.3530991709072475,-1.7405995438901762,-0.8765520629536772,-1.292471216926185,2.0171885197177666,-3.183916925038692,0.538149149239481,0.28072552501948334,-2.1148737203416688,0.5182668892248586,-1.5297465733984354
0.9161067715771287,-1.3530991709072475,-1.7405995438901762,-0.931203487121639,-1.292471216926185,2.0171885197177666,-3.183916925038692,0.6584879002504346,0.21413548947661065,-2.076316286930924,0.5182668892248586,-1.5297465733984354
0.7812029945454857,-1.3530991709072475,-1.7405995438901762,-0.8765520629536772,-1.292471216926185,2.0171885197177666,-3.183916925038692,0.46955413623664255,0.09575320406705988,-2.138008180388116,0.5182668892248586,-1.5297465733984354
0.8968348034297515,-1.3530991709072475,-1.7405995438901762,-0.8765520629536772,-1.292471216926185,2.0171885197177666,-2.867864838886856,0.4713761283559679,0.10315209690515666,-2.014624393473734,0.41954938651536394,-1.4871922070141583
1.0124666123140174,-1.3530991709072475,-1.7405995438901762,-0.8219006387857147,-1.292471216926185,2.0171885197177666,-2.867864838886856,0.9468128498457159,-0.08921911688536353,-1.8526831731486055,0.41954938651536394,-1.4871922070141583
0.9642866919455726,-1.3530991709072475,-1.7405995438901762,-0.767249214617753,-1.292471216926185,2.0171885197177666,-2.867864838886856,0.6418838881387289,-0.3185847948663688,-1.5288007324983526,0.41954938651536394,-1.4871922070141583
1.2533662141562376,-1.3530991709072475,-1.7405995438901762,-0.767249214617753,-1.292471216926185,2.0171885197177666,-2.4752768961966294,0.35460129283401165,-0.27419143783778716,-1.6059155993198417,0.32083188380586575,-1.4871922070141583
1.5039018000721462,-1.3530991709072475,-1.7405995438901762,-0.767249214617753,-1.292471216926185,2.0171885197177666,-2.4752768961966294,0.4326311090413283,-0.06702243837107287,-1.7138764128699266,0.32083188380586575,-1.4871922070141583
1.4460858956300129,-1.3530991709072475,-1.7405995438901762,-0.8219006387857147,-1.292471216926185,2.0171885197177666,-2.4752768961966294,0.49244939408015315,0.080955418390866,-1.814125739737861,0.32083188380586575,-1.4871922070141583
1.330454086745748,-1.3530991709072475,-1.7405995438901762,-0.8219006387857147,-1.292471216926185,1.0386841688143682,-1.9536485882415273,0.9035231073505157,0.01436538284799334,-1.6984534395056277,0.7650606459986007,-1.4871922070141583
1.4268139274826357,-0.8560823858445704,-1.3057662999624389,-0.8765520629536772,-1.0742456024504652,1.0386841688143682,-1.9536485882415273,0.46515223766857694,-0.04482575985678221,-1.7292993862342236,0.7650606459986007,-1.4871922070141583
1.4942658159984576,-0.8560823858445704,-1.3057662999624389,-0.8765520629536772,-1.0742456024504652,1.0386841688143682,-1.9536485882415273,0.47554274033751215,0.0069664900098965615,-1.659896006094883,0.7650606459986007,-1.4871922070141583
1.6773495133985445,-0.8560823858445704,-1.3057662999624389,-0.8765520629536772,-1.0742456024504652,1.0386841688143682,-1.71561296299564,0.6626522956807693,-0.07442133120916998,-1.5442237058626496,0.863778148708099,-1.4871922070141583
