Mortgage_Rate (30 yers),Personal_Income,Resident_Population,Unemployment_Rate,GDP,Crime_Rate,Median_Debt,New_Structures,Economic_Conditions_Index,CPI less shelter,Percent_With_Mortgage_Debt,Percent_With_Severely_Delinquent_Debt
1.1184624371245937,-1.795517714681954,-1.7541580552857996,-0.8765520629536772,-1.5008361698023156,2.2581241888005743,-3.202725156241071,1.0363739629711086,0.021764275686090448,-2.1919885871631575,0.5096295234846657,-1.4779536193271583
1.0510105486087726,-1.7423011603398537,-1.7387336691960857,-0.8765520629536772,-1.4723685051826803,2.217948618457724,-3.1558393426150952,0.538149149239481,0.28072552501948334,-2.1148737203416688,0.5096295234846657,-1.4906760820089011
0.9161067715771287,-1.6890846059977522,-1.723309283106392,-0.931203487121639,-1.4439008405630438,2.1777730481148705,-3.10895352898912,0.6584879002504346,0.21413548947661065,-2.076316286930924,0.5096295234846657,-1.5076393655845586
0.7812029945454857,-1.6358680516556519,-1.7078848970166984,-0.8765520629536772,-1.4154331759434071,2.1375974777720135,-3.062067715363145,0.46955413623664255,0.09575320406705988,-2.138008180388116,0.5096295234846657,-1.5203618282663016
0.8968348034297515,-1.5826514973135506,-1.692460510927005,-0.8765520629536772,-1.3869655113237707,2.097421907429163,-2.960022121000728,0.4713761283559679,0.10315209690515666,-2.014624393473734,0.47452533010981135,-1.5076393655845586
1.0124666123140174,-1.52943494297145,-1.677036124837291,-0.8219006387857147,-1.358497846704134,2.0572463370863097,-2.8579765266383115,0.9468128498457159,-0.08921911688536353,-1.8526831731486055,0.4444360215027958,-1.4906760820089011
0.9642866919455726,-1.4762183886293496,-1.6616117387475975,-0.767249214617753,-1.3300301871696945,2.017070766743456,-2.755930932275895,0.6418838881387289,-0.3185847948663688,-1.5288007324983526,0.40933182812794144,-1.4779536193271583
1.2533662141562376,-1.4230018342872484,-1.6461873526579038,-0.767249214617753,-1.3015625225500578,1.976895196400606,-2.629173756143552,0.35460129283401165,-0.27419143783778716,-1.6059155993198417,0.37422763475308707,-1.4779536193271583
1.5039018000721462,-1.369785279945148,-1.6307629665682102,-0.767249214617753,-1.2730948579304213,1.9367196260577493,-2.5024165800112095,0.4326311090413283,-0.06702243837107287,-1.7138764128699266,0.344138326146068,-1.4779536193271583
1.4460858956300129,-1.3165687256030465,-1.6153385804785168,-0.8219006387857147,-1.2446271933107849,1.896544055714899,-2.375659403878867,0.49244939408015315,0.080955418390866,-1.814125739737861,0.3090341327712136,-1.4779536193271583
1.330454086745748,-1.2633521712609461,-1.5999141943888027,-0.8219006387857147,-1.2161595286911482,1.8563684853720455,-2.207238203019614,0.9035231073505157,0.01436538284799334,-1.6984534395056277,0.4594806758063018,-1.4779536193271583
1.4268139274826357,-1.220403026125092,-1.5646335525625734,-0.8765520629536772,-1.1972791264954055,1.7743342814010257,-2.038817013192317,0.46515223766857694,-0.04482575985678221,-1.7292993862342236,0.6099272188413936,-1.4779536193271583
1.4942658159984576,-1.177453879657826,-1.5293529107363644,-0.8765520629536772,-1.1783987293848597,1.6923000746283179,-1.8703958123330633,0.47554274033751215,0.0069664900098965615,-1.659896006094883,0.7603737618764816,-1.4779536193271583
1.6773495133985445,-1.1345047345219719,-1.4940722689101147,-0.8765520629536772,-1.159518327189117,1.6102658706572983,-1.7935398474963025,0.6626522956807693,-0.07442133120916998,-1.5442237058626496,0.7954779552513361,-1.4779536193271583
